NORAD Number,COSPAR Number,Official Name,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Inclination (degrees),Period (minutes),Launch Mass (kg.), Dry Mass (kg.) ,Expected Lifetime (yrs.),Launch Site,Launch Vehicle
46789,2020-074T,Starlink-1925 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46790,2020-074U,Starlink-1926 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46770,2020-088BM,Starlink-1927 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46791,2020-074V,Starlink-1928 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46792,2020-074BB,Starlink-1929 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46772,2020-074BC,Starlink-1930 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47551,2020-074BD,Starlink-1931 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46774,2020-074AH,Starlink-1932 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47552,2020-074BE,Starlink-1933 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46793,2020-074BF,Starlink-1934 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46794,2020-074AK,Starlink-1936 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46795,2021-009D,Starlink-1938 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46796,2020-074AM,Starlink-1939 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46776,2021-009E,Starlink-1940 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
46798,2020-074BG,Starlink-1941 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47554,2020-074BH,Starlink-1942 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47555,2020-074BJ,Starlink-1943 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47556,2020-074BK,Starlink-1944 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47557,2020-074AP,Starlink-1946 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47558,2020-074BM,Starlink-1948 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47559,2021-009G,Starlink-1953 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47560,2021-009H,Starlink-1954 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47561,2021-009J,Starlink-1955 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47562,2021-009K,Starlink-1956 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47563,2021-009L,Starlink-1957 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47564,2021-009M,Starlink-1958 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47565,2021-009N,Starlink-1959 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47566,2021-009P,Starlink-1960 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47567,2021-009Q,Starlink-1961 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47568,2021-009R,Starlink-1962 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47570,2021-009S,Starlink-1963 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47571,2021-009T,Starlink-1964 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47572,2021-009U,Starlink-1965 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47627,2021-009V,Starlink-1966 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47628,2021-009W,Starlink-1967 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47629,2021-009Y,Starlink-1969 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47573,2021-009Z,Starlink-1970 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47574,2021-009AA,Starlink-1971,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47575,2021-012H,Starlink-1972 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47576,2021-012J,Starlink-1973 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47577,2021-012K,Starlink-1974 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47578,2021-009AB,Starlink-1975,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47579,2021-009AC,Starlink-1976 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47580,2021-009AD,Starlink-1977 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47630,2021-009AE,Starlink-1978 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47581,2021-009AF,Starlink-1979 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47582,2021-009AG,Starlink-1980 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47583,2021-009AH,Starlink-1981 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47585,2021-009AJ,Starlink-1982 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47586,2021-012L,Starlink-1983 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47587,2021-009AK,Starlink-1984 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47632,2021-009AL,Starlink-1986 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47588,2021-009AM,Starlink-1987 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47589,2021-009AP,Starlink-1989 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47590,2021-009AQ,Starlink-1990 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47591,2021-009AR,Starlink-1991 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47592,2021-012N,Starlink-1992 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47593,2021-009AS,Starlink-1993 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47594,2021-009AT,Starlink-1994 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47595,2021-009AU,Starlink-1995 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47596,2021-009AV,Starlink-1996 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47597,2021-009AW,Starlink-1997 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47598,2021-009AX,Starlink-1998 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47599,2021-009AY,Starlink-1999 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47600,2021-009AZ,Starlink-2000 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47601,2021-009BA,Starlink-2001 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47602,2021-009BB,Starlink-2002 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47603,2021-009BC,Starlink-2003 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47633,2021-009BD,Starlink-2004 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47634,2021-009BE,Starlink-2005 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47350,2021-009BF,Starlink-2006 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47635,2021-009BG,Starlink-2007 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47636,2021-009BH,Starlink-2008 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47637,2021-012P,Starlink-2009 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47638,2021-012Q,Starlink-2010 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47639,2021-005B,Starlink-2011 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47351,2021-012R,Starlink-2012 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47640,2021-012S,Starlink-2013 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47641,2021-012T,Starlink-2014 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47642,2021-012U,Starlink-2015 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47604,2021-012V,Starlink-2016 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47643,2021-005C,Starlink-2017 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47606,2021-012W,Starlink-2018 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47607,2021-012X,Starlink-2019 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47644,2021-012Y,Starlink-2020 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47645,2021-009BJ,Starlink-2021 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47646,2021-012Z,Starlink-2022 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
48320,2021-009BL,Starlink-2024 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47647,2021-009BM,Starlink-2025 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47648,2021-012AA,Starlink-2026 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47649,2021-012AB,Starlink-2027 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47650,2021-012AC,Starlink-2028 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47352,2021-036AW,Starlink-2029 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47651,2021-012AD,Starlink-2030 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47652,2021-012AE,Starlink-2031 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47653,2021-012AF,Starlink-2032 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47654,2021-012AG,Starlink-2033 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47655,2021-005D,Starlink-2034 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47656,2021-012AH,Starlink-2035 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47657,2021-012AJ,Starlink-2036 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47658,2021-012AK,Starlink-2037 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47659,2021-012AL,Starlink-2038 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47660,2021-012AM,Starlink-2039 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47353,2021-012AN,Starlink-2040 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47354,2021-012AP,Starlink-2041 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47355,2021-012AQ,Starlink-2042 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
48092,2021-012AR,Starlink-2043 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47356,2021-012AS,Starlink-2044 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47357,2021-005E,Starlink-2045 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47661,2021-005F,Starlink-2046 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47662,2021-005G,Starlink-2047 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47663,2021-027A,Starlink-2048 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47664,2021-005H,Starlink-2049 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47358,2021-005J,Starlink-2050 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47665,2021-012AT,Starlink-2051 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47666,2021-012AU,Starlink-2052 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47667,2021-012AV,Starlink-2053 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47668,2021-012AW,Starlink-2054 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47669,2021-005K,Starlink-2055 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
48312,2021-012AX,Starlink-2056 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47670,2021-012AY,Starlink-2057 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
48553,2021-012AZ,Starlink-2058 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47671,2021-012BA,Starlink-2059 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47672,2021-012BB,Starlink-2060 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47673,2021-036AN,Starlink-2061 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47674,2021-012BC,Starlink-2062 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47722,2021-041A,Starlink-2063,USA,SpaceX,Commercial,Communications,LEO,0,564,582,53,95.6,260,,4,Cape Canaveral,Falcon 9
47359,2021-012BD,Starlink-2064 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47360,2021-012BE,Starlink-2065 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47361,2021-012BF,Starlink-2066 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47362,2021-012BG,Starlink-2067 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47363,2021-017A,Starlink-2068 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47675,2021-005L,Starlink-2069 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47366,2021-005M,Starlink-2070 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47367,2021-005N,Starlink-2071 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47676,2021-005P,Starlink-2076 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47368,2021-005Q,Starlink-2077 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47369,2021-012BH,Starlink-2078 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47370,2021-005T,Starlink-2081 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47977,2021-005U,Starlink-2082 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47371,2021-012BJ,Starlink-2083 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47372,2021-005V,Starlink-2084 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47677,2021-005W,Starlink-2085 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47373,2021-005X,Starlink-2086 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47374,2021-024A,Starlink-2087,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47375,2021-005Y,Starlink-2088 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47679,2021-005Z,Starlink-2089 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47376,2021-012BK,Starlink-2090 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47377,2021-005AA ,Starlink-2092 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47378,2021-005AB,Starlink-2093 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47379,2021-005AC,Starlink-2094 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47380,2021-012BM,Starlink-2095 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47381,2021-005AD,Starlink-2096 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47382,2021-005AE,Starlink-2097 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47383,2021-005AF,Starlink-2098 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47384,2021-005AG,Starlink-2099 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47385,2021-005AH,Starlink-2100 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47386,2021-005AJ,Starlink-2101 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47723,2021-005AK,Starlink-2102 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47387,2021-005AL,Starlink-2103 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47388,2021-005AM,Starlink-2104 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47389,2021-005AN,Starlink-2105 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47390,2021-005AP,Starlink-2106 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47391,2021-017B,Starlink-2107 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47392,2021-005AQ,Starlink-2108 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47393,2021-005AR,Starlink-2109 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47394,2021-005AS,Starlink-2110 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47724,2021-005AT,Starlink-2111 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47395,2021-005AU,Starlink-2112 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47396,2021-005AV,Starlink-2113 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47397,2021-005AW,Starlink-2114 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47398,2021-005AX,Starlink-2115 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47399,2021-017C,Starlink-2116 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47400,2021-005AY,Starlink-2117 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47401,2021-005AZ,Starlink-2118 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47402,2021-005BA,Starlink-2119 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47725,2021-005BB,Starlink-2120 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47726,2021-005BC,Starlink-2121 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47403,2021-005BD,Starlink-2122 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47404,2021-005BE,Starlink-2123 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47727,2021-005BF,Starlink-2124 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
47405,2021-017D,Starlink-2125 ,USA,SpaceX,Commercial,Communications,LEO,0,548,561,53,95.6,260,,4,Cape Canaveral,Falcon 9
